filename,cure_sign,gtsrb_true,ch_id,ch_name,sev,b,c,e,rule_branch,pred_passthrough,prob_passthrough,pred_gamma,prob_gamma,pred_clahe,prob_clahe,pred_stretch,prob_stretch
01_06_00_00_0001.bmp,6,14,0,ChallengeFree,0,0.413139,0.38716,0.292528,passthrough,14,0.503072,14,0.700522,14,0.306654,14,0.341553
01_06_00_00_0002.bmp,6,14,0,ChallengeFree,0,0.398335,0.367406,0.328299,passthrough,14,0.537459,14,0.434819,14,0.251767,14,0.425822
01_06_00_00_0003.bmp,6,14,0,ChallengeFree,0,0.398563,0.363934,0.302862,passthrough,14,0.684574,14,0.659237,14,0.327171,14,0.513291
01_06_00_00_0004.bmp,6,14,0,ChallengeFree,0,0.328925,0.343884,0.296429,passthrough,14,0.461681,25,0.483172,14,0.334621,14,0.454678
01_06_00_00_0005.bmp,6,14,0,ChallengeFree,0,0.310436,0.370428,0.263889,passthrough,14,0.251427,25,0.449774,0,0.148819,14,0.242746
01_06_00_00_0006.bmp,6,14,0,ChallengeFree,0,0.342604,0.383895,0.274775,passthrough,14,0.675108,14,0.598109,14,0.302134,14,0.521932
01_06_00_00_0007.bmp,6,14,0,ChallengeFree,0,0.34912,0.376919,0.301051,passthrough,14,0.611936,14,0.394169,25,0.332666,14,0.558838
01_06_00_00_0008.bmp,6,14,0,ChallengeFree,0,0.396161,0.428584,0.277444,passthrough,14,0.769619,14,0.670366,14,0.347633,14,0.699373
01_06_00_00_0009.bmp,6,14,0,ChallengeFree,0,0.405587,0.445949,0.263636,passthrough,14,0.82362,14,0.932125,14,0.575944,14,0.725593
01_06_00_00_0010.bmp,6,14,0,ChallengeFree,0,0.365575,0.382913,0.260386,passthrough,14,0.851096,14,0.866751,14,0.632269,14,0.737446
01_06_00_00_0011.bmp,6,14,0,ChallengeFree,0,0.355092,0.369073,0.258629,passthrough,14,0.798099,14,0.901283,14,0.496733,14,0.651137
01_06_00_00_0012.bmp,6,14,0,ChallengeFree,0,0.348477,0.380205,0.259019,passthrough,14,0.7121,14,0.886777,14,0.476937,14,0.499766
01_06_00_00_0013.bmp,6,14,0,ChallengeFree,0,0.366784,0.418484,0.2575,passthrough,14,0.805253,14,0.941124,14,0.663279,14,0.654177
01_06_00_00_0014.bmp,6,14,0,ChallengeFree,0,0.340138,0.376271,0.25085,passthrough,14,0.825907,14,0.879002,14,0.532226,14,0.748529
01_06_00_00_0015.bmp,6,14,0,ChallengeFree,0,0.350205,0.393753,0.247449,passthrough,14,0.803493,14,0.803623,14,0.561808,14,0.658288
01_06_00_00_0016.bmp,6,14,0,ChallengeFree,0,0.342399,0.361962,0.228316,passthrough,14,0.800235,14,0.852255,14,0.545806,14,0.611838
01_06_00_00_0017.bmp,6,14,0,ChallengeFree,0,0.337582,0.358893,0.228238,passthrough,14,0.769061,14,0.803587,14,0.537167,14,0.65515
01_06_00_00_0018.bmp,6,14,0,ChallengeFree,0,0.334533,0.351809,0.217536,passthrough,14,0.768595,14,0.867738,14,0.465311,14,0.595049
01_06_00_00_0019.bmp,6,14,0,ChallengeFree,0,0.332034,0.358012,0.213722,passthrough,14,0.744681,14,0.896289,14,0.489919,14,0.604799
01_06_00_00_0020.bmp,6,14,0,ChallengeFree,0,0.317819,0.357337,0.212601,passthrough,14,0.69378,14,0.818874,14,0.409766,14,0.515732
01_06_00_00_0021.bmp,6,14,0,ChallengeFree,0,0.311482,0.357064,0.19877,passthrough,14,0.75702,14,0.906365,14,0.607899,14,0.527336
01_06_00_00_0022.bmp,6,14,0,ChallengeFree,0,0.299348,0.370206,0.201611,passthrough,14,0.627464,14,0.876658,14,0.555967,14,0.435743
01_06_00_00_0023.bmp,6,14,0,ChallengeFree,0,0.318382,0.390877,0.201611,passthrough,14,0.677259,14,0.875441,14,0.570035,14,0.463965
01_06_00_00_0024.bmp,6,14,0,ChallengeFree,0,0.316356,0.37679,0.201809,passthrough,14,0.679056,14,0.836764,14,0.493717,14,0.406742
01_06_00_00_0025.bmp,6,14,0,ChallengeFree,0,0.325356,0.390774,0.190476,passthrough,14,0.65313,14,0.762844,14,0.436941,14,0.437734
01_06_00_00_0026.bmp,6,14,0,ChallengeFree,0,0.317532,0.391596,0.178211,passthrough,14,0.709456,14,0.866227,14,0.586658,14,0.357973
01_06_00_00_0027.bmp,6,14,0,ChallengeFree,0,0.306693,0.394953,0.17797,passthrough,14,0.579459,14,0.771063,14,0.462308,14,0.366708
01_06_00_00_0028.bmp,6,14,0,ChallengeFree,0,0.292819,0.385713,0.180061,passthrough,14,0.629215,14,0.805971,14,0.492166,14,0.390528
01_06_00_00_0029.bmp,6,14,0,ChallengeFree,0,0.287798,0.384559,0.185045,passthrough,14,0.5516,14,0.861998,14,0.479269,14,0.263173
01_06_00_00_0030.bmp,6,14,0,ChallengeFree,0,0.265973,0.367117,0.184984,passthrough,14,0.629673,14,0.861672,14,0.499897,14,0.330624
01_06_00_00_0031.bmp,6,14,0,ChallengeFree,0,0.264698,0.372436,0.169123,passthrough,14,0.578988,14,0.824098,14,0.438866,14,0.262896
01_06_00_00_0032.bmp,6,14,0,ChallengeFree,0,0.258261,0.348861,0.177895,passthrough,14,0.571154,14,0.821367,14,0.460732,14,0.250826
01_06_00_00_0033.bmp,6,14,0,ChallengeFree,0,0.245601,0.352211,0.164848,passthrough,14,0.617013,14,0.822974,14,0.462732,14,0.283218
01_06_00_00_0034.bmp,6,14,0,ChallengeFree,0,0.236482,0.360405,0.157608,passthrough,14,0.543706,14,0.787151,14,0.4654,14,0.200208
01_06_00_00_0035.bmp,6,14,0,ChallengeFree,0,0.237653,0.372024,0.154853,passthrough,14,0.531719,14,0.83149,14,0.403974,14,0.20908
01_06_00_00_0036.bmp,6,14,0,ChallengeFree,0,0.225561,0.36424,0.148123,passthrough,14,0.536832,14,0.830124,14,0.476024,14,0.202751
01_06_00_00_0037.bmp,6,14,0,ChallengeFree,0,0.223172,0.355986,0.143614,passthrough,14,0.491046,14,0.824148,14,0.342609,14,0.111786
01_06_00_00_0038.bmp,6,14,0,ChallengeFree,0,0.229079,0.368651,0.138214,passthrough,14,0.586777,14,0.815044,14,0.406604,14,0.192854
01_06_00_00_0039.bmp,6,14,0,ChallengeFree,0,0.235043,0.383828,0.134917,passthrough,14,0.545019,14,0.771446,14,0.378636,14,0.176566
01_06_00_00_0040.bmp,6,14,0,ChallengeFree,0,0.236166,0.380644,0.132529,passthrough,14,0.525683,14,0.760074,14,0.329914,14,0.14127
01_06_00_00_0041.bmp,6,14,0,ChallengeFree,0,0.239398,0.375175,0.129203,passthrough,14,0.562941,14,0.825288,14,0.366766,14,0.148304
01_06_00_00_0042.bmp,6,14,0,ChallengeFree,0,0.232366,0.347024,0.132104,passthrough,14,0.77557,14,0.930024,14,0.668441,14,0.382526
01_06_00_00_0043.bmp,6,14,0,ChallengeFree,0,0.236908,0.349737,0.136006,passthrough,14,0.635402,14,0.808956,14,0.678812,14,0.390399
01_06_00_00_0044.bmp,6,14,0,ChallengeFree,0,0.267623,0.379038,0.154248,passthrough,17,0.554981,17,0.4956,17,0.367207,17,0.322474
01_12_00_00_0001.bmp,12,17,0,ChallengeFree,0,0.216162,0.261155,0.227273,passthrough,17,0.880862,17,0.759522,9,0.256569,17,0.783023
01_12_00_00_0002.bmp,12,17,0,ChallengeFree,0,0.249291,0.3992,0.17316,passthrough,17,0.803816,17,0.648606,14,0.281978,17,0.811253
01_12_00_00_0003.bmp,12,17,0,ChallengeFree,0,0.25972,0.416554,0.25,passthrough,17,0.886523,17,0.669752,17,0.614072,17,0.799553
01_12_00_00_0004.bmp,12,17,0,ChallengeFree,0,0.307233,0.425064,0.230556,passthrough,17,0.863652,17,0.59684,17,0.192641,17,0.81101
01_12_00_00_0005.bmp,12,17,0,ChallengeFree,0,0.307569,0.471745,0.243333,passthrough,17,0.686956,17,0.576662,17,0.283698,17,0.746855
01_12_00_00_0006.bmp,12,17,0,ChallengeFree,0,0.28249,0.436659,0.2225,passthrough,17,0.852621,17,0.705089,14,0.313078,17,0.819487
01_12_00_00_0007.bmp,12,17,0,ChallengeFree,0,0.279645,0.450163,0.233333,passthrough,17,0.956593,17,0.866618,17,0.537781,17,0.946715
01_12_00_00_0008.bmp,12,17,0,ChallengeFree,0,0.285752,0.454034,0.238095,passthrough,17,0.907709,17,0.610319,14,0.36051,17,0.887726
01_12_00_00_0009.bmp,12,17,0,ChallengeFree,0,0.287712,0.453091,0.238095,passthrough,17,0.868938,17,0.713816,17,0.306959,17,0.862743
01_12_00_00_0010.bmp,12,17,0,ChallengeFree,0,0.293725,0.465983,0.261905,passthrough,17,0.806115,17,0.494407,17,0.282329,17,0.788397
01_12_00_00_0011.bmp,12,17,0,ChallengeFree,0,0.263274,0.452783,0.224206,passthrough,17,0.834481,17,0.52255,17,0.430113,17,0.853097
01_12_00_00_0012.bmp,12,17,0,ChallengeFree,0,0.266892,0.454803,0.22619,passthrough,17,0.836751,17,0.470871,14,0.316181,17,0.887562
01_12_00_00_0013.bmp,12,17,0,ChallengeFree,0,0.274956,0.447149,0.229814,passthrough,17,0.689154,17,0.404615,17,0.574323,17,0.821196
01_12_00_00_0014.bmp,12,17,0,ChallengeFree,0,0.279779,0.453469,0.231884,passthrough,17,0.733707,17,0.421981,17,0.476162,17,0.794939
01_12_00_00_0015.bmp,12,17,0,ChallengeFree,0,0.28284,0.458165,0.215321,passthrough,17,0.753892,17,0.596364,17,0.300845,17,0.707713
01_12_00_00_0016.bmp,12,17,0,ChallengeFree,0,0.28703,0.474797,0.240166,passthrough,17,0.879614,17,0.72406,17,0.449034,17,0.79339
01_12_00_00_0017.bmp,12,17,0,ChallengeFree,0,0.291317,0.470189,0.250518,passthrough,17,0.732285,17,0.616504,17,0.419008,17,0.72925
01_12_00_00_0018.bmp,12,17,0,ChallengeFree,0,0.272185,0.455158,0.229091,passthrough,17,0.853541,17,0.617356,17,0.518155,17,0.828857
01_12_00_00_0019.bmp,12,17,0,ChallengeFree,0,0.275344,0.455799,0.236364,passthrough,17,0.861718,17,0.635861,17,0.837452,17,0.833522
01_12_00_00_0020.bmp,12,17,0,ChallengeFree,0,0.224191,0.424807,0.185185,passthrough,17,0.895299,17,0.841191,17,0.669747,17,0.85536
01_12_00_00_0021.bmp,12,17,0,ChallengeFree,0,0.226454,0.426194,0.163474,passthrough,17,0.925192,17,0.902209,17,0.806989,17,0.912052
01_12_00_00_0022.bmp,12,17,0,ChallengeFree,0,0.229039,0.427129,0.195402,passthrough,17,0.888857,17,0.751973,17,0.768705,17,0.912095
01_12_00_00_0023.bmp,12,17,0,ChallengeFree,0,0.234418,0.433191,0.186462,passthrough,17,0.913018,17,0.936158,17,0.749884,17,0.887977
01_12_00_00_0024.bmp,12,17,0,ChallengeFree,0,0.235149,0.439022,0.190294,passthrough,17,0.919755,17,0.924093,17,0.747733,17,0.933859
01_12_00_00_0025.bmp,12,17,0,ChallengeFree,0,0.23599,0.432575,0.16986,passthrough,17,0.913344,17,0.931817,17,0.843642,17,0.905733
01_12_00_00_0026.bmp,12,17,0,ChallengeFree,0,0.239306,0.430377,0.181354,passthrough,17,0.916663,17,0.919295,17,0.798229,17,0.882466
01_12_00_00_0027.bmp,12,17,0,ChallengeFree,0,0.222068,0.410419,0.139423,passthrough,17,0.65514,17,0.403921,17,0.414819,17,0.687628
01_12_00_00_0028.bmp,12,17,0,ChallengeFree,0,0.314714,0.425651,0.08,passthrough,2,0.093862,17,0.175436,2,0.162878,3,0.118338
01_12_00_00_0029.bmp,12,17,0,ChallengeFree,0,0.289527,0.387236,0.077641,passthrough,17,0.083792,13,0.19284,14,0.098061,8,0.12432
01_12_00_00_0030.bmp,12,17,0,ChallengeFree,0,0.285064,0.379546,0.093981,passthrough,17,0.128777,13,0.173266,13,0.088914,14,0.111607
01_12_00_00_0031.bmp,12,17,0,ChallengeFree,0,0.280578,0.378766,0.089091,passthrough,17,0.161323,13,0.186611,14,0.12181,8,0.187926
01_12_00_00_0032.bmp,12,17,0,ChallengeFree,0,0.272432,0.372291,0.09688,passthrough,17,0.325184,17,0.308102,17,0.194854,17,0.267723
01_12_00_00_0033.bmp,12,17,0,ChallengeFree,0,0.280693,0.394257,0.087243,passthrough,17,0.366119,17,0.364015,14,0.295809,17,0.277142
01_12_00_00_0034.bmp,12,17,0,ChallengeFree,0,0.274472,0.386224,0.088194,passthrough,17,0.579612,17,0.465113,14,0.34158,17,0.498519
01_12_00_00_0035.bmp,12,17,0,ChallengeFree,0,0.280787,0.396103,0.094862,passthrough,17,0.641241,17,0.471861,17,0.320574,17,0.50795
01_12_00_00_0036.bmp,12,17,0,ChallengeFree,0,0.27359,0.389864,0.090774,passthrough,17,0.633438,17,0.395362,14,0.347516,17,0.417074
01_12_00_00_0037.bmp,12,17,0,ChallengeFree,0,0.270731,0.387977,0.090056,passthrough,17,0.733339,17,0.428423,17,0.415909,17,0.647664
01_12_00_00_0038.bmp,12,17,0,ChallengeFree,0,0.264977,0.384038,0.080568,passthrough,17,0.70867,17,0.491941,17,0.417689,17,0.557759
01_12_00_00_0039.bmp,12,17,0,ChallengeFree,0,0.281016,0.446223,0.070339,passthrough,17,0.690889,17,0.389882,17,0.482462,17,0.512136
01_12_00_00_0040.bmp,12,17,0,ChallengeFree,0,0.25742,0.408917,0.067683,passthrough,17,0.609847,17,0.303463,17,0.359154,17,0.535285
01_12_00_00_0041.bmp,12,17,0,ChallengeFree,0,0.29234,0.520795,0.07094,passthrough,17,0.66796,17,0.573422,17,0.425543,17,0.416513
01_12_00_00_0042.bmp,12,17,0,ChallengeFree,0,0.244065,0.432376,0.065155,passthrough,17,0.549094,17,0.384814,17,0.39992,17,0.323789
01_12_00_00_0043.bmp,12,17,0,ChallengeFree,0,0.200988,0.303782,0.054945,passthrough,17,0.561639,17,0.362933,17,0.242016,17,0.285289
01_13_00_00_0001.bmp,13,13,0,ChallengeFree,0,0.655606,0.410275,0.314103,passthrough,13,0.25777,13,0.248889,42,0.360738,13,0.175478
01_13_00_00_0002.bmp,13,13,0,ChallengeFree,0,0.638034,0.397146,0.320513,passthrough,13,0.440295,13,0.456797,42,0.128379,13,0.324634
01_13_00_00_0003.bmp,13,13,0,ChallengeFree,0,0.620613,0.399223,0.333333,passthrough,13,0.735559,13,0.595767,42,0.301367,13,0.851962
01_13_00_00_0004.bmp,13,13,0,ChallengeFree,0,0.604123,0.40202,0.326923,passthrough,32,0.228846,13,0.305347,42,0.674869,32,0.119031
01_13_00_00_0005.bmp,13,13,0,ChallengeFree,0,0.591931,0.416107,0.365385,passthrough,13,0.284064,13,0.450389,12,0.259129,13,0.186533
01_13_00_00_0006.bmp,13,13,0,ChallengeFree,0,0.574962,0.372242,0.339744,passthrough,13,0.288986,13,0.365133,42,0.397583,13,0.289957
01_13_00_00_0007.bmp,13,13,0,ChallengeFree,0,0.561438,0.385708,0.378205,passthrough,13,0.258382,13,0.322512,12,0.311631,13,0.189666
01_13_00_00_0008.bmp,13,13,0,ChallengeFree,0,0.558648,0.378082,0.333333,passthrough,13,0.333984,13,0.469151,42,0.299775,13,0.210929
01_13_00_00_0009.bmp,13,13,0,ChallengeFree,0,0.569708,0.385923,0.314103,passthrough,13,0.447694,13,0.436594,42,0.397794,13,0.408617
01_13_00_00_0010.bmp,13,13,0,ChallengeFree,0,0.563575,0.393598,0.371795,passthrough,13,0.328733,13,0.390462,42,0.399633,13,0.244427
01_13_00_00_0011.bmp,13,13,0,ChallengeFree,0,0.538185,0.364894,0.333333,passthrough,13,0.532575,13,0.650266,42,0.27953,13,0.36522
01_13_00_00_0012.bmp,13,13,0,ChallengeFree,0,0.521016,0.385304,0.358974,passthrough,13,0.465123,13,0.674766,42,0.199739,13,0.233126
01_13_00_00_0013.bmp,13,13,0,ChallengeFree,0,0.512192,0.377705,0.352564,passthrough,13,0.356496,13,0.578736,42,0.454477,13,0.279228
01_13_00_00_0014.bmp,13,13,0,ChallengeFree,0,0.504827,0.373159,0.365385,passthrough,13,0.308987,13,0.357395,18,0.175638,13,0.16034
01_13_00_00_0015.bmp,13,13,0,ChallengeFree,0,0.50372,0.372882,0.307692,passthrough,13,0.221236,13,0.315989,42,0.166198,13,0.1831
01_13_00_00_0016.bmp,13,13,0,ChallengeFree,0,0.503746,0.36784,0.358974,passthrough,13,0.303256,13,0.400742,42,0.172002,13,0.223654
01_13_00_00_0017.bmp,13,13,0,ChallengeFree,0,0.496204,0.364417,0.346154,passthrough,13,0.352484,13,0.370962,42,0.395739,13,0.291177
01_13_00_00_0018.bmp,13,13,0,ChallengeFree,0,0.491227,0.365807,0.320513,passthrough,13,0.483213,13,0.587174,25,0.243959,13,0.345601
01_13_00_00_0019.bmp,13,13,0,ChallengeFree,0,0.511438,0.384365,0.339744,passthrough,13,0.212143,13,0.371214,42,0.271356,13,0.149179
01_13_00_00_0020.bmp,13,13,0,ChallengeFree,0,0.51903,0.372633,0.275641,passthrough,13,0.517029,13,0.471422,42,0.398505,13,0.478596
01_13_00_00_0021.bmp,13,13,0,ChallengeFree,0,0.539894,0.391761,0.282051,passthrough,13,0.468001,13,0.585387,42,0.34325,13,0.355963
01_13_00_00_0022.bmp,13,13,0,ChallengeFree,0,0.540271,0.398351,0.294872,passthrough,13,0.887876,13,0.745449,13,0.170905,13,0.873468
01_13_00_00_0023.bmp,13,13,0,ChallengeFree,0,0.557944,0.411056,0.294872,passthrough,13,0.76418,13,0.62563,11,0.190558,13,0.771588
01_13_00_00_0024.bmp,13,13,0,ChallengeFree,0,0.560608,0.423478,0.333333,passthrough,13,0.705791,13,0.685837,42,0.180261,13,0.521974
01_13_00_00_0025.bmp,13,13,0,ChallengeFree,0,0.56913,0.43289,0.352564,passthrough,13,0.561705,13,0.505672,42,0.230899,13,0.538214
01_13_00_00_0026.bmp,13,13,0,ChallengeFree,0,0.567421,0.435882,0.339744,passthrough,13,0.70178,13,0.678705,42,0.236967,13,0.570059
01_13_00_00_0027.bmp,13,13,0,ChallengeFree,0,0.570337,0.434826,0.346154,passthrough,13,0.549487,13,0.497308,11,0.126583,13,0.456812
01_13_00_00_0028.bmp,13,13,0,ChallengeFree,0,0.568979,0.456758,0.352564,passthrough,13,0.732611,13,0.637672,42,0.372113,13,0.619381
01_13_00_00_0029.bmp,13,13,0,ChallengeFree,0,0.5909,0.451745,0.365385,passthrough,13,0.748286,13,0.779986,42,0.355775,13,0.60817
01_13_00_00_0030.bmp,13,13,0,ChallengeFree,0,0.608195,0.449574,0.333333,passthrough,13,0.480979,13,0.693525,42,0.122808,13,0.561007
01_13_00_00_0031.bmp,13,13,0,ChallengeFree,0,0.61991,0.468493,0.326923,passthrough,13,0.391904,13,0.623296,25,0.10906,13,0.234016
01_13_00_00_0032.bmp,13,13,0,ChallengeFree,0,0.614454,0.45066,0.320513,passthrough,13,0.785305,13,0.651537,42,0.204011,13,0.904474
01_13_00_00_0033.bmp,13,13,0,ChallengeFree,0,0.624761,0.461628,0.320513,passthrough,13,0.822439,13,0.851577,13,0.241989,13,0.926595
01_13_00_00_0034.bmp,13,13,0,ChallengeFree,0,0.628482,0.457218,0.326923,passthrough,13,0.82382,13,0.714849,11,0.140995,13,0.804822
01_13_00_00_0035.bmp,13,13,0,ChallengeFree,0,0.647084,0.461288,0.320513,passthrough,13,0.90814,13,0.827984,13,0.176649,13,0.960173
01_13_00_00_0036.bmp,13,13,0,ChallengeFree,0,0.660106,0.462809,0.326923,passthrough,13,0.923071,13,0.793891,13,0.195251,13,0.972767
01_13_00_00_0037.bmp,13,13,0,ChallengeFree,0,0.678859,0.473658,0.294872,passthrough,13,0.751886,13,0.757061,13,0.112804,13,0.728553
01_13_00_00_0038.bmp,13,13,0,ChallengeFree,0,0.686828,0.434195,0.294872,passthrough,13,0.688707,13,0.672454,0,0.13235,13,0.8471
01_13_00_00_0039.bmp,13,13,0,ChallengeFree,0,0.692509,0.457778,0.288462,passthrough,13,0.826167,13,0.818729,25,0.110666,13,0.842303
01_13_00_00_0040.bmp,13,13,0,ChallengeFree,0,0.703042,0.457194,0.307692,passthrough,13,0.770537,13,0.741655,13,0.160423,13,0.658029
01_13_00_00_0041.bmp,13,13,0,ChallengeFree,0,0.604964,0.500348,0.284211,passthrough,13,0.72048,13,0.791604,13,0.24926,13,0.534832
01_13_00_00_0042.bmp,13,13,0,ChallengeFree,0,0.608132,0.489376,0.286842,passthrough,13,0.7073,13,0.875295,13,0.284583,13,0.645545
01_13_00_00_0043.bmp,13,13,0,ChallengeFree,0,0.611259,0.490899,0.289474,passthrough,13,0.736719,13,0.855319,13,0.308257,13,0.57012
01_13_00_00_0044.bmp,13,13,0,ChallengeFree,0,0.608308,0.509203,0.315789,passthrough,13,0.630385,13,0.865489,13,0.178176,13,0.482794
01_13_00_00_0045.bmp,13,13,0,ChallengeFree,0,0.621837,0.508819,0.273684,passthrough,13,0.740862,13,0.848678,13,0.367941,13,0.52334
01_13_00_00_0046.bmp,13,13,0,ChallengeFree,0,0.62678,0.508636,0.3,passthrough,13,0.833563,13,0.883081,13,0.476789,13,0.612053
01_13_00_00_0047.bmp,13,13,0,ChallengeFree,0,0.629082,0.513157,0.294737,passthrough,13,0.645543,13,0.856405,13,0.345384,13,0.414622
01_13_00_00_0048.bmp,13,13,0,ChallengeFree,0,0.570409,0.533935,0.291667,passthrough,13,0.796854,13,0.945309,13,0.607417,13,0.583636
01_13_00_00_0049.bmp,13,13,0,ChallengeFree,0,0.581637,0.528937,0.293651,passthrough,13,0.820686,13,0.944183,13,0.802669,13,0.796362
01_13_00_00_0050.bmp,13,13,0,ChallengeFree,0,0.571094,0.533905,0.287698,passthrough,13,0.894203,13,0.954953,13,0.74378,13,0.857045
01_13_00_00_0051.bmp,13,13,0,ChallengeFree,0,0.576743,0.539773,0.303571,passthrough,13,0.862679,13,0.963631,13,0.755571,13,0.772556
01_13_00_00_0052.bmp,13,13,0,ChallengeFree,0,0.571429,0.535706,0.266667,passthrough,13,0.858133,13,0.971487,13,0.540606,13,0.748484
01_13_00_00_0053.bmp,13,13,0,ChallengeFree,0,0.55631,0.538331,0.268571,passthrough,13,0.860859,13,0.97285,13,0.698114,13,0.86259
01_13_00_00_0054.bmp,13,13,0,ChallengeFree,0,0.559141,0.527945,0.281905,passthrough,13,0.887347,13,0.956703,13,0.750993,13,0.864803
01_13_00_00_0055.bmp,13,13,0,ChallengeFree,0,0.559597,0.526912,0.27619,passthrough,13,0.959756,13,0.98435,13,0.839983,13,0.876219
01_13_00_00_0056.bmp,13,13,0,ChallengeFree,0,0.555339,0.520733,0.274286,passthrough,13,0.868593,13,0.956813,13,0.576177,13,0.868929
01_13_00_00_0057.bmp,13,13,0,ChallengeFree,0,0.552082,0.524062,0.291429,passthrough,13,0.927236,13,0.952883,13,0.681323,13,0.899191
01_13_00_00_0058.bmp,13,13,0,ChallengeFree,0,0.546233,0.520348,0.291429,passthrough,13,0.835913,13,0.927265,13,0.347421,13,0.809967
01_13_00_00_0059.bmp,13,13,0,ChallengeFree,0,0.545815,0.515983,0.285714,passthrough,13,0.891823,13,0.932206,13,0.37252,13,0.849403
01_13_00_00_0060.bmp,13,13,0,ChallengeFree,0,0.547937,0.534345,0.241905,passthrough,13,0.820508,13,0.935483,13,0.237845,13,0.741567
01_13_00_00_0061.bmp,13,13,0,ChallengeFree,0,0.580449,0.53364,0.232,passthrough,13,0.779019,13,0.947758,13,0.24362,13,0.704678
01_13_00_00_0062.bmp,13,13,0,ChallengeFree,0,0.576964,0.523369,0.245926,passthrough,13,0.813642,13,0.952645,13,0.455429,13,0.814465
01_13_00_00_0063.bmp,13,13,0,ChallengeFree,0,0.582797,0.525975,0.260741,passthrough,13,0.895261,13,0.972643,13,0.570228,13,0.878202
01_13_00_00_0064.bmp,13,13,0,ChallengeFree,0,0.602115,0.531086,0.262222,passthrough,13,0.844351,13,0.974125,13,0.695752,13,0.796135
01_13_00_00_0065.bmp,13,13,0,ChallengeFree,0,0.599447,0.528752,0.253561,passthrough,13,0.905668,13,0.971703,13,0.545085,13,0.814387
01_13_00_00_0066.bmp,13,13,0,ChallengeFree,0,0.580834,0.535264,0.240053,passthrough,13,0.952981,13,0.985947,13,0.867433,13,0.911046
01_13_00_00_0067.bmp,13,13,0,ChallengeFree,0,0.582275,0.544219,0.259947,passthrough,13,0.842398,13,0.973705,13,0.67058,13,0.834511
01_13_00_00_0068.bmp,13,13,0,ChallengeFree,0,0.590773,0.548716,0.27321,passthrough,13,0.847423,13,0.96979,13,0.802812,13,0.768801
01_13_00_00_0069.bmp,13,13,0,ChallengeFree,0,0.601196,0.54767,0.286472,passthrough,13,0.920369,13,0.983357,13,0.766948,13,0.817263
01_13_00_00_0070.bmp,13,13,0,ChallengeFree,0,0.609669,0.555995,0.241379,passthrough,13,0.87059,13,0.968497,13,0.579328,13,0.794129
01_13_00_00_0071.bmp,13,13,0,ChallengeFree,0,0.623217,0.554191,0.271883,passthrough,13,0.845621,13,0.958446,13,0.786062,13,0.714378
01_13_00_00_0072.bmp,13,13,0,ChallengeFree,0,0.626952,0.567628,0.246684,passthrough,13,0.832961,13,0.947018,13,0.702006,13,0.664455
01_13_00_00_0073.bmp,13,13,0,ChallengeFree,0,0.633902,0.565983,0.251596,passthrough,13,0.86083,13,0.951244,13,0.882681,13,0.69306
01_13_00_00_0074.bmp,13,13,0,ChallengeFree,0,0.638356,0.554465,0.262514,passthrough,13,0.849988,13,0.965609,13,0.821412,13,0.657052
01_13_00_00_0075.bmp,13,13,0,ChallengeFree,0,0.597423,0.544788,0.251994,passthrough,13,0.913149,13,0.974695,13,0.848318,13,0.79697
01_13_00_00_0076.bmp,13,13,0,ChallengeFree,0,0.619133,0.543238,0.256778,passthrough,13,0.812521,13,0.944942,13,0.657346,13,0.740511
01_13_00_00_0077.bmp,13,13,0,ChallengeFree,0,0.628383,0.554147,0.256778,passthrough,13,0.828497,13,0.964389,13,0.749105,13,0.763271
01_13_00_00_0078.bmp,13,13,0,ChallengeFree,0,0.630957,0.563025,0.249601,passthrough,13,0.676404,13,0.926308,13,0.507719,13,0.523933
01_13_00_00_0079.bmp,13,13,0,ChallengeFree,0,0.629604,0.560555,0.241115,passthrough,13,0.848449,13,0.973414,13,0.706701,13,0.729504
01_13_00_00_0080.bmp,13,13,0,ChallengeFree,0,0.623878,0.563292,0.227423,passthrough,13,0.722156,13,0.967494,13,0.679479,13,0.604168
