filename,occ,ch,sev,true,pred_dcp,prob_dcp,t_clip_frac,out_std
01_06_00_00_0001.bmp,0,0,0,14,14,0.493187,0.0,0.2197
01_06_00_00_0002.bmp,0,0,0,14,14,0.519543,0.0,0.2039
01_06_00_00_0003.bmp,0,0,0,14,14,0.669762,0.0,0.2049
01_06_00_00_0004.bmp,0,0,0,14,14,0.442013,0.0,0.2008
01_06_00_00_0005.bmp,0,0,0,14,14,0.282415,0.0,0.2119
01_06_00_00_0006.bmp,0,0,0,14,14,0.691345,0.0,0.2099
01_06_00_00_0007.bmp,0,0,0,14,14,0.635885,0.0,0.2034
01_06_00_00_0008.bmp,0,0,0,14,14,0.774112,0.0,0.2314
01_06_00_00_0009.bmp,0,0,0,14,14,0.81762,0.0,0.2385
01_06_00_00_0010.bmp,0,0,0,14,14,0.859462,0.0,0.2181
01_06_00_00_0011.bmp,0,0,0,14,14,0.806986,0.0,0.2118
01_06_00_00_0012.bmp,0,0,0,14,14,0.714114,0.0,0.2126
01_06_00_00_0013.bmp,0,0,0,14,14,0.812048,0.0,0.2293
01_06_00_00_0014.bmp,0,0,0,14,14,0.828524,0.0,0.2196
01_06_00_00_0015.bmp,0,0,0,14,14,0.803854,0.0,0.217
01_06_00_00_0016.bmp,0,0,0,14,14,0.803342,0.0,0.2045
01_06_00_00_0017.bmp,0,0,0,14,14,0.781428,0.0,0.2095
01_06_00_00_0018.bmp,0,0,0,14,14,0.77388,0.0,0.2028
01_06_00_00_0019.bmp,0,0,0,14,14,0.743632,0.0,0.2046
01_06_00_00_0020.bmp,0,0,0,14,14,0.702886,0.0,0.2031
01_06_00_00_0021.bmp,0,0,0,14,14,0.762138,0.0,0.1987
01_06_00_00_0022.bmp,0,0,0,14,14,0.6453,0.0,0.2066
01_06_00_00_0023.bmp,0,0,0,14,14,0.670867,0.0,0.211
01_06_00_00_0024.bmp,0,0,0,14,14,0.679315,0.0,0.2042
01_06_00_00_0025.bmp,0,0,0,14,14,0.660356,0.0,0.2113
01_06_00_00_0026.bmp,0,0,0,14,14,0.693445,0.0,0.211
01_06_00_00_0027.bmp,0,0,0,14,14,0.581119,0.0,0.2123
01_06_00_00_0028.bmp,0,0,0,14,14,0.623126,0.0,0.2081
01_06_00_00_0029.bmp,0,0,0,14,14,0.548863,0.0,0.2059
01_06_00_00_0030.bmp,0,0,0,14,14,0.63067,0.0,0.2024
01_06_00_00_0031.bmp,0,0,0,14,14,0.571757,0.0,0.2019
01_06_00_00_0032.bmp,0,0,0,14,14,0.57172,0.0,0.1924
01_06_00_00_0033.bmp,0,0,0,14,14,0.616688,0.0,0.1922
01_06_00_00_0034.bmp,0,0,0,14,14,0.536472,0.0,0.1949
01_06_00_00_0035.bmp,0,0,0,14,14,0.519821,0.0,0.1992
01_06_00_00_0036.bmp,0,0,0,14,14,0.531845,0.0,0.1942
01_06_00_00_0037.bmp,0,0,0,14,14,0.481811,0.0,0.1906
01_06_00_00_0038.bmp,0,0,0,14,14,0.577574,0.0,0.1977
01_06_00_00_0039.bmp,0,0,0,14,14,0.542066,0.0,0.197
01_06_00_00_0040.bmp,0,0,0,14,14,0.520175,0.0,0.1991
01_06_00_00_0041.bmp,0,0,0,14,14,0.550434,0.0,0.197
01_06_00_00_0042.bmp,0,0,0,14,14,0.772558,0.0,0.1863
01_06_00_00_0043.bmp,0,0,0,14,14,0.639586,0.0,0.1871
01_06_00_00_0044.bmp,0,0,0,14,17,0.569929,0.0,0.1956
01_12_00_00_0001.bmp,0,0,0,17,17,0.90401,0.0,0.1589
01_12_00_00_0002.bmp,0,0,0,17,17,0.798175,0.0,0.2165
01_12_00_00_0003.bmp,0,0,0,17,17,0.888974,0.0,0.2289
01_12_00_00_0004.bmp,0,0,0,17,17,0.858661,0.0,0.2327
01_12_00_00_0005.bmp,0,0,0,17,17,0.683441,0.0,0.2499
01_12_00_00_0006.bmp,0,0,0,17,17,0.84193,0.0,0.2434
01_12_00_00_0007.bmp,0,0,0,17,17,0.95185,0.0,0.2487
01_12_00_00_0008.bmp,0,0,0,17,17,0.893282,0.0,0.2521
01_12_00_00_0009.bmp,0,0,0,17,17,0.868063,0.0,0.2504
01_12_00_00_0010.bmp,0,0,0,17,17,0.805854,0.0,0.2548
01_12_00_00_0011.bmp,0,0,0,17,17,0.831434,0.0,0.2445
01_12_00_00_0012.bmp,0,0,0,17,17,0.83099,0.0,0.2465
01_12_00_00_0013.bmp,0,0,0,17,17,0.677528,0.0,0.2449
01_12_00_00_0014.bmp,0,0,0,17,17,0.725149,0.0,0.2499
01_12_00_00_0015.bmp,0,0,0,17,17,0.736177,0.0,0.2526
01_12_00_00_0016.bmp,0,0,0,17,17,0.876668,0.0,0.2581
01_12_00_00_0017.bmp,0,0,0,17,17,0.732368,0.0,0.261
01_12_00_00_0018.bmp,0,0,0,17,17,0.846614,0.0,0.2479
01_12_00_00_0019.bmp,0,0,0,17,17,0.861664,0.0,0.2513
01_12_00_00_0020.bmp,0,0,0,17,17,0.890858,0.0,0.2289
01_12_00_00_0021.bmp,0,0,0,17,17,0.923437,0.0,0.2301
01_12_00_00_0022.bmp,0,0,0,17,17,0.890296,0.0,0.2295
01_12_00_00_0023.bmp,0,0,0,17,17,0.920478,0.0,0.2358
01_12_00_00_0024.bmp,0,0,0,17,17,0.923817,0.0,0.2363
01_12_00_00_0025.bmp,0,0,0,17,17,0.916839,0.0,0.2321
01_12_00_00_0026.bmp,0,0,0,17,17,0.912114,0.0,0.2373
01_12_00_00_0027.bmp,0,0,0,17,17,0.519032,0.0,0.2409
01_12_00_00_0028.bmp,0,0,0,17,14,0.097064,0.0,0.2372
01_12_00_00_0029.bmp,0,0,0,17,14,0.10394,0.0,0.2181
01_12_00_00_0030.bmp,0,0,0,17,17,0.138972,0.0,0.2118
01_12_00_00_0031.bmp,0,0,0,17,8,0.176942,0.0,0.2133
01_12_00_00_0032.bmp,0,0,0,17,17,0.358571,0.0,0.2079
01_12_00_00_0033.bmp,0,0,0,17,17,0.397154,0.0,0.2172
01_12_00_00_0034.bmp,0,0,0,17,17,0.625685,0.0,0.2137
01_12_00_00_0035.bmp,0,0,0,17,17,0.688396,0.0,0.2172
01_12_00_00_0036.bmp,0,0,0,17,17,0.699523,0.0,0.2154
01_12_00_00_0037.bmp,0,0,0,17,17,0.799811,0.0,0.2134
01_12_00_00_0038.bmp,0,0,0,17,17,0.769336,0.0,0.2101
01_12_00_00_0039.bmp,0,0,0,17,17,0.727043,0.0,0.2415
01_12_00_00_0040.bmp,0,0,0,17,17,0.694612,0.0,0.2259
01_12_00_00_0041.bmp,0,0,0,17,17,0.710086,0.0,0.2711
01_12_00_00_0042.bmp,0,0,0,17,17,0.614931,0.0,0.2273
01_12_00_00_0043.bmp,0,0,0,17,17,0.653469,0.0,0.167
01_13_00_00_0001.bmp,0,0,0,13,13,0.263983,0.0,0.2579
01_13_00_00_0002.bmp,0,0,0,13,13,0.536863,0.0,0.2764
01_13_00_00_0003.bmp,0,0,0,13,13,0.783736,0.0,0.2847
01_13_00_00_0004.bmp,0,0,0,13,13,0.201794,0.0,0.2614
01_13_00_00_0005.bmp,0,0,0,13,13,0.335424,0.0,0.2639
01_13_00_00_0006.bmp,0,0,0,13,13,0.414556,0.0,0.2347
01_13_00_00_0007.bmp,0,0,0,13,13,0.228566,0.0,0.2425
01_13_00_00_0008.bmp,0,0,0,13,13,0.282628,0.0,0.255
01_13_00_00_0009.bmp,0,0,0,13,13,0.460291,0.0,0.2614
01_13_00_00_0010.bmp,0,0,0,13,13,0.228454,0.0,0.2691
01_13_00_00_0011.bmp,0,0,0,13,13,0.464965,0.0,0.2428
01_13_00_00_0012.bmp,0,0,0,13,13,0.532903,0.0,0.2548
01_13_00_00_0013.bmp,0,0,0,13,13,0.290699,0.0,0.2506
01_13_00_00_0014.bmp,0,0,0,13,13,0.278056,0.0,0.2296
01_13_00_00_0015.bmp,0,0,0,13,13,0.211542,0.0,0.3071
01_13_00_00_0016.bmp,0,0,0,13,13,0.24864,0.0,0.2366
01_13_00_00_0017.bmp,0,0,0,13,13,0.336024,0.0,0.2293
01_13_00_00_0018.bmp,0,0,0,13,13,0.531899,0.0,0.2297
01_13_00_00_0019.bmp,0,0,0,13,13,0.170254,0.0,0.2455
01_13_00_00_0020.bmp,0,0,0,13,13,0.58726,0.0,0.2362
01_13_00_00_0021.bmp,0,0,0,13,13,0.349194,0.0,0.2935
01_13_00_00_0022.bmp,0,0,0,13,13,0.901499,0.0,0.2503
01_13_00_00_0023.bmp,0,0,0,13,13,0.790425,0.0,0.2647
01_13_00_00_0024.bmp,0,0,0,13,13,0.658001,0.0,0.2488
01_13_00_00_0025.bmp,0,0,0,13,13,0.661379,0.0,0.2552
01_13_00_00_0026.bmp,0,0,0,13,13,0.787668,0.0,0.2538
01_13_00_00_0027.bmp,0,0,0,13,13,0.453711,0.0,0.2893
01_13_00_00_0028.bmp,0,0,0,13,13,0.742769,0.0,0.2785
01_13_00_00_0029.bmp,0,0,0,13,13,0.666169,0.0,0.3085
01_13_00_00_0030.bmp,0,0,0,13,13,0.678257,0.0,0.2738
01_13_00_00_0031.bmp,0,0,0,13,13,0.311417,0.0,0.2933
01_13_00_00_0032.bmp,0,0,0,13,13,0.855563,0.0,0.2896
01_13_00_00_0033.bmp,0,0,0,13,13,0.868403,0.0,0.2985
01_13_00_00_0034.bmp,0,0,0,13,13,0.603075,0.0,0.2809
01_13_00_00_0035.bmp,0,0,0,13,13,0.958077,0.0,0.3185
01_13_00_00_0036.bmp,0,0,0,13,13,0.954548,0.0,0.2928
01_13_00_00_0037.bmp,0,0,0,13,13,0.571788,0.0,0.2841
01_13_00_00_0038.bmp,0,0,0,13,13,0.832361,0.0,0.2749
01_13_00_00_0039.bmp,0,0,0,13,13,0.915067,0.0,0.2818
01_13_00_00_0040.bmp,0,0,0,13,13,0.314216,0.0,0.292
01_13_00_00_0041.bmp,0,0,0,13,13,0.617547,0.0,0.3005
01_13_00_00_0042.bmp,0,0,0,13,13,0.713781,0.0,0.3002
01_13_00_00_0043.bmp,0,0,0,13,13,0.648393,0.0,0.2917
01_13_00_00_0044.bmp,0,0,0,13,13,0.728465,0.0,0.3008
01_13_00_00_0045.bmp,0,0,0,13,13,0.647994,0.0,0.293
01_13_00_00_0046.bmp,0,0,0,13,13,0.784956,0.0,0.3036
01_13_00_00_0047.bmp,0,0,0,13,13,0.580078,0.0,0.3082
01_13_00_00_0048.bmp,0,0,0,13,13,0.74427,0.0,0.3105
01_13_00_00_0049.bmp,0,0,0,13,13,0.763164,0.0,0.3002
01_13_00_00_0050.bmp,0,0,0,13,13,0.856158,0.0,0.2991
01_13_00_00_0051.bmp,0,0,0,13,13,0.849754,0.0,0.3075
01_13_00_00_0052.bmp,0,0,0,13,13,0.817576,0.0,0.3006
01_13_00_00_0053.bmp,0,0,0,13,13,0.807817,0.0,0.3045
01_13_00_00_0054.bmp,0,0,0,13,13,0.871363,0.0,0.2933
01_13_00_00_0055.bmp,0,0,0,13,13,0.930099,0.0,0.2922
01_13_00_00_0056.bmp,0,0,0,13,13,0.898554,0.0,0.3053
01_13_00_00_0057.bmp,0,0,0,13,13,0.904689,0.0,0.3018
01_13_00_00_0058.bmp,0,0,0,13,13,0.79539,0.0,0.3091
01_13_00_00_0059.bmp,0,0,0,13,13,0.90411,0.0,0.2827
01_13_00_00_0060.bmp,0,0,0,13,13,0.774421,0.0,0.2971
01_13_00_00_0061.bmp,0,0,0,13,13,0.797701,0.0,0.3089
01_13_00_00_0062.bmp,0,0,0,13,13,0.896963,0.0,0.3057
01_13_00_00_0063.bmp,0,0,0,13,13,0.916828,0.0,0.3108
01_13_00_00_0064.bmp,0,0,0,13,13,0.833032,0.0,0.3094
01_13_00_00_0065.bmp,0,0,0,13,13,0.861243,0.0,0.3065
01_13_00_00_0066.bmp,0,0,0,13,13,0.951043,0.0,0.3131
01_13_00_00_0067.bmp,0,0,0,13,13,0.880059,0.0,0.3175
01_13_00_00_0068.bmp,0,0,0,13,13,0.827387,0.0,0.3256
01_13_00_00_0069.bmp,0,0,0,13,13,0.868618,0.0,0.3141
01_13_00_00_0070.bmp,0,0,0,13,13,0.843973,0.0,0.3085
01_13_00_00_0071.bmp,0,0,0,13,13,0.79866,0.0,0.3129
01_13_00_00_0072.bmp,0,0,0,13,13,0.719152,0.0,0.3278
01_13_00_00_0073.bmp,0,0,0,13,13,0.738066,0.0,0.3187
01_13_00_00_0074.bmp,0,0,0,13,13,0.722238,0.0,0.3207
01_13_00_00_0075.bmp,0,0,0,13,13,0.85812,0.0,0.3097
01_13_00_00_0076.bmp,0,0,0,13,13,0.752437,0.0,0.3037
