filename,cure_sign,gtsrb_true,ch_id,ch_name,sev,pred,prob,correct
01_03_00_00_0001.bmp,3,9,0,ChallengeFree,0,13,0.667389,0
01_03_00_00_0002.bmp,3,9,0,ChallengeFree,0,13,0.692389,0
01_03_00_00_0003.bmp,3,9,0,ChallengeFree,0,13,0.685235,0
01_03_00_00_0004.bmp,3,9,0,ChallengeFree,0,13,0.771387,0
01_03_00_00_0005.bmp,3,9,0,ChallengeFree,0,13,0.590496,0
01_03_00_00_0006.bmp,3,9,0,ChallengeFree,0,13,0.600703,0
01_03_00_00_0007.bmp,3,9,0,ChallengeFree,0,13,0.52736,0
01_03_00_00_0008.bmp,3,9,0,ChallengeFree,0,13,0.800018,0
01_03_00_00_0009.bmp,3,9,0,ChallengeFree,0,13,0.857416,0
01_03_00_00_0010.bmp,3,9,0,ChallengeFree,0,13,0.867758,0
01_03_00_00_0011.bmp,3,9,0,ChallengeFree,0,13,0.825475,0
01_03_00_00_0012.bmp,3,9,0,ChallengeFree,0,13,0.758598,0
01_03_00_00_0013.bmp,3,9,0,ChallengeFree,0,13,0.723275,0
01_03_00_00_0014.bmp,3,9,0,ChallengeFree,0,13,0.458118,0
01_03_00_00_0015.bmp,3,9,0,ChallengeFree,0,13,0.543623,0
01_03_00_00_0016.bmp,3,9,0,ChallengeFree,0,13,0.598555,0
01_03_00_00_0017.bmp,3,9,0,ChallengeFree,0,13,0.422612,0
01_03_00_00_0018.bmp,3,9,0,ChallengeFree,0,13,0.644056,0
01_03_00_00_0019.bmp,3,9,0,ChallengeFree,0,13,0.824787,0
01_03_00_00_0020.bmp,3,9,0,ChallengeFree,0,13,0.706057,0
01_03_00_00_0021.bmp,3,9,0,ChallengeFree,0,13,0.740281,0
01_03_00_00_0022.bmp,3,9,0,ChallengeFree,0,13,0.777295,0
01_03_00_00_0023.bmp,3,9,0,ChallengeFree,0,13,0.818425,0
01_03_00_00_0024.bmp,3,9,0,ChallengeFree,0,13,0.742155,0
01_03_00_00_0025.bmp,3,9,0,ChallengeFree,0,13,0.569388,0
01_03_00_00_0026.bmp,3,9,0,ChallengeFree,0,13,0.419661,0
01_03_00_00_0027.bmp,3,9,0,ChallengeFree,0,13,0.380298,0
01_03_00_00_0028.bmp,3,9,0,ChallengeFree,0,13,0.431446,0
01_03_00_00_0029.bmp,3,9,0,ChallengeFree,0,13,0.496892,0
01_03_00_00_0030.bmp,3,9,0,ChallengeFree,0,13,0.532624,0
01_03_00_00_0031.bmp,3,9,0,ChallengeFree,0,13,0.400379,0
01_03_00_00_0032.bmp,3,9,0,ChallengeFree,0,13,0.408269,0
01_03_00_00_0033.bmp,3,9,0,ChallengeFree,0,13,0.276284,0
01_03_00_00_0034.bmp,3,9,0,ChallengeFree,0,9,0.381462,1
01_03_00_00_0035.bmp,3,9,0,ChallengeFree,0,9,0.24375,1
01_03_00_00_0036.bmp,3,9,0,ChallengeFree,0,9,0.467653,1
01_03_00_00_0037.bmp,3,9,0,ChallengeFree,0,9,0.488317,1
01_03_00_00_0038.bmp,3,9,0,ChallengeFree,0,9,0.34652,1
01_03_00_00_0039.bmp,3,9,0,ChallengeFree,0,15,0.367473,0
01_03_00_00_0040.bmp,3,9,0,ChallengeFree,0,15,0.347306,0
01_03_00_00_0041.bmp,3,9,0,ChallengeFree,0,13,0.47444,0
01_03_00_00_0042.bmp,3,9,0,ChallengeFree,0,15,0.427713,0
01_03_00_00_0043.bmp,3,9,0,ChallengeFree,0,13,0.412919,0
01_03_00_00_0044.bmp,3,9,0,ChallengeFree,0,13,0.590088,0
01_03_00_00_0045.bmp,3,9,0,ChallengeFree,0,13,0.539639,0
01_03_00_00_0046.bmp,3,9,0,ChallengeFree,0,15,0.402454,0
01_03_00_00_0047.bmp,3,9,0,ChallengeFree,0,13,0.38743,0
01_03_00_00_0048.bmp,3,9,0,ChallengeFree,0,13,0.497337,0
01_03_00_00_0049.bmp,3,9,0,ChallengeFree,0,15,0.445507,0
01_03_00_00_0050.bmp,3,9,0,ChallengeFree,0,15,0.413581,0
01_03_00_00_0051.bmp,3,9,0,ChallengeFree,0,13,0.448391,0
01_03_00_00_0052.bmp,3,9,0,ChallengeFree,0,15,0.434674,0
01_03_00_00_0053.bmp,3,9,0,ChallengeFree,0,9,0.289112,1
